case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,avg_true_dominance_generation_bucket_k3,avg_new_dominance_generation_bucket_k3,avg_dominance_diff_generation_bucket_k3,avg_conflict_pos_bucket_k3
14852,encyclopaedia,Nick Swisher,Q978581,basketball,baseball,0.6167,0.05,-0.5667,P641,463,0.003769,1,3,1,1
14883,encyclopaedia,Thomas Earnshaw,Q2423581,Egypt,London,0.8889,0.0,-0.8889,P20,25,0.0,1,3,1,1
14907,encyclopaedia,Real Academia de Bellas Artes de San Fernando,Q1322403,Tokyo,Madrid,1.0,0.0,-1.0,P159,31,0.0,1,3,1,1
14997,encyclopaedia,Nicole Oresme,Q310777,pope,bishop,0.4667,0.0833,-0.3833,P39,85,0.008446,1,2,2,2
15064,encyclopaedia,European Aviation Safety Agency,Q276255,Chicago,Cologne,0.75,0.0,-0.75,P159,81,0.0,1,3,1,1
15249,encyclopaedia,BMW E87,Q796469,Honda,BMW,0.4667,0.0889,-0.3778,P176,880,0.000544,1,2,2,1
15291,encyclopaedia,Turaida,Q2300840,Romania,Latvia,0.7667,0.0,-0.7667,P17,5,0.0,1,3,1,1
15577,encyclopaedia,Combat Hospital,Q603496,Belgium,Canada,0.0,0.44,0.44,P495,29,0.0,3,1,3,1
15766,encyclopaedia,Hauk Aabel,Q3354983,photographer,actor,0.5467,0.0,-0.5467,P106,2,0.0,1,2,1,1
15850,encyclopaedia,Supervivientes,Q7647314,Paris,Honduras,0.64,0.0,-0.64,P276,19,0.0,1,3,1,1
15867,encyclopaedia,George Robert Gray,Q310456,Munich,London,0.8667,0.0,-0.8667,P20,16,0.0,1,3,1,1
15907,encyclopaedia,Rob Zombie,Q298255,piano,guitar,0.9778,0.0,-0.9778,P1303,4180,0.000126,1,3,1,1
15954,encyclopaedia,Toyota Aygo,Q825358,Renault,Toyota,0.2444,0.3222,0.0778,P176,329,0.000273,2,1,3,1
15957,encyclopaedia,Benedict XVI,Q2494,bishop,pope,0.2889,0.1111,-0.1778,P39,2334,0.0,1,1,2,1
16048,encyclopaedia,Eurajoki,Q1001783,Dutch,Finnish,0.45,0.1833,-0.2667,P37,10,0.0,2,2,2,1
16130,encyclopaedia,Vietnam,Q881,Antarctica,Asia,0.2208,0.4917,0.2708,P30,7298,0.007138,3,1,3,2
16377,encyclopaedia,Chester railway station,Q2478175,Bern,Chester,0.5667,0.1,-0.4667,P138,36,0.0,1,2,2,1
16420,encyclopaedia,Suzuki B-King,Q2000575,Honda,Suzuki,0.2533,0.2489,-0.0044,P176,104,0.003009,2,1,3,1
16426,encyclopaedia,Mulheres de Areia,Q466801,Australia,Brazil,0.5067,0.1867,-0.32,P495,12,0.000957,2,2,2,1
16479,encyclopaedia,Peter Forsberg,Q348416,soccer,hockey,0.6,0.1556,-0.4444,P641,298,0.0,2,3,2,1
16556,encyclopaedia,William Henry Harrison,Q11869,French,English,0.4556,0.2333,-0.2222,P103,3226,0.002873,2,2,2,1
16585,encyclopaedia,Temples of Abu Simbel,Q134140,Chile,Egypt,0.0711,0.5378,0.4667,P17,854,0.000207,3,1,3,1
16655,encyclopaedia,Thailand,Q869,Welsh,Thai,0.1667,0.4133,0.2467,P37,7647,0.0,3,1,3,1
16803,encyclopaedia,Livonian Crusade,Q196409,Houston,Latvia,0.1667,0.4389,0.2722,P276,140,0.0,3,1,3,1
16841,encyclopaedia,Maurice Richard,Q3301329,football,hockey,0.6444,0.2222,-0.4222,P641,0,0.0,2,3,2,1
16993,encyclopaedia,Archie Manning,Q611891,midfielder,quarterback,0.4556,0.0444,-0.4111,P413,2845,0.0,1,2,2,1
17002,encyclopaedia,Jason Kidd,Q221341,football,basketball,0.1429,0.419,0.2762,P641,1688,0.000403,3,1,3,1
17094,encyclopaedia,Jan Swammerdam,Q336794,Beijing,Amsterdam,0.6267,0.1333,-0.4933,P20,36,0.0,2,3,2,1
17247,encyclopaedia,Fiat 850,Q1360944,Intel,Fiat,0.2267,0.18,-0.0467,P176,144,0.000227,2,1,3,1
17276,encyclopaedia,Anton Nel,Q4775923,trumpet,piano,0.7778,0.0,-0.7778,P1303,5,0.0,1,3,1,1
17298,encyclopaedia,Pascal Quignard,Q423298,English,French,0.4762,0.0476,-0.4286,P1412,21,0.000243,1,2,2,1
17378,encyclopaedia,Samuil Feinberg,Q1971227,violin,piano,0.48,0.12,-0.36,P1303,28,0.000515,1,2,2,1
17442,encyclopaedia,Jacques Sadoul,Q2033504,Dutch,French,0.5467,0.1867,-0.36,P103,1,0.000477,2,2,2,1
17525,encyclopaedia,Goswin de Stassart,Q1538693,Dutch,French,0.56,0.0,-0.56,P103,2,0.0,1,2,1,1
17528,encyclopaedia,Mike Cowlishaw,Q52254,BBC,IBM,0.5778,0.1222,-0.4556,P108,8,0.0,1,2,2,1
17811,encyclopaedia,Edward Burtynsky,Q967163,actor,photographer,0.6667,0.0667,-0.6,P106,60,0.000688,1,3,1,1
18070,encyclopaedia,MillerCoors,Q6859054,Budapest,Chicago,0.8444,0.0,-0.8444,P159,66,0.0,1,3,1,1
18094,encyclopaedia,Utah County,Q27229,Uganda,Utah,0.25,0.1333,-0.1167,P131,201,0.0,2,1,2,1
18143,encyclopaedia,Abdul Khalid Ibrahim,Q4665485,France,Malaysia,0.9467,0.0,-0.9467,P27,19,0.0,1,3,1,1
18161,encyclopaedia,The Josephine Baker Story,Q7743526,CBS,HBO,0.0667,0.0,-0.0667,P449,46,0.0,1,1,2,1
18242,encyclopaedia,Central African Republic,Q929,Antarctica,Africa,0.1933,0.4267,0.2333,P30,2016,0.003643,3,1,3,1
18284,encyclopaedia,Romania,Q218,French,Romanian,0.4444,0.2296,-0.2148,P37,5896,0.001123,2,2,2,1
18319,encyclopaedia,Walter Payton,Q963117,baseball,football,0.6444,0.0444,-0.6,P641,1278,0.001108,1,3,1,1
18510,encyclopaedia,TMF Nederland,Q2382500,Bangalore,Amsterdam,0.5167,0.1667,-0.35,P159,16,0.0,2,2,2,1
18520,encyclopaedia,Paul Mercurio,Q325406,economist,actor,0.4667,0.0167,-0.45,P106,207,0.0,1,2,2,1
18587,encyclopaedia,Jules Massenet,Q194436,Norwegian,French,0.2556,0.1333,-0.1222,P1412,126,0.0,2,1,2,1
18592,encyclopaedia,Nea Zichni Municipality,Q2532139,Poland,Greece,0.7067,0.0933,-0.6133,P17,3,0.000692,1,3,1,1
18604,encyclopaedia,John Shelby Spong,Q1196186,cardinal,bishop,0.7111,0.0,-0.7111,P39,118,0.0,1,3,1,1
18786,encyclopaedia,Jay Cutler,Q312811,midfielder,quarterback,0.3259,0.2148,-0.1111,P413,1922,0.0,2,2,2,1
18834,encyclopaedia,West Darfur,Q846331,Australia,Sudan,0.3529,0.2824,-0.0706,P17,23,0.00219,2,2,2,1
18840,encyclopaedia,Woodbine Racetrack,Q3135941,Rome,Ontario,0.7333,0.0,-0.7333,P131,42,0.0,1,3,1,1
18845,encyclopaedia,2000 Summer Olympics,Q8544,Istanbul,Sydney,0.1833,0.4278,0.2444,P276,665,0.0,3,1,3,1
18860,encyclopaedia,Muawiyah I,Q181154,Moscow,Damascus,0.2667,0.4952,0.2286,P20,799,0.0,3,1,3,1
18966,encyclopaedia,Birmingham Repertory Theatre,Q4916786,Athens,Birmingham,0.1524,0.2286,0.0762,P131,39,0.0,2,1,3,1
19047,encyclopaedia,Hogeschool Gent,Q1313163,Ethiopia,Belgium,0.4667,0.1111,-0.3556,P17,10,0.000154,1,2,2,1
19066,encyclopaedia,Adrian Knox,Q4685169,Albania,Australia,0.6133,0.0,-0.6133,P27,3,0.0,1,3,1,1
19107,encyclopaedia,Amiibo,Q17157056,IBM,Nintendo,0.7067,0.12,-0.5867,P178,166,0.0,1,3,1,1
19114,encyclopaedia,Le Droit,Q3222449,Swedish,French,0.5714,0.1143,-0.4571,P407,8,0.001855,1,2,2,1
19122,encyclopaedia,Felix Plater,Q667732,sociology,medicine,0.6933,0.0,-0.6933,P101,7,0.0,1,3,1,1
19214,encyclopaedia,The Immoralist,Q174626,English,French,0.2,0.0,-0.2,P364,51,0.0,1,1,2,1
19322,encyclopaedia,Madame Figaro,Q3275273,Spanish,French,0.6933,0.04,-0.6533,P407,38,0.001007,1,3,1,1
19430,encyclopaedia,Pierre Braunberger,Q343898,Lawrence,Paris,0.6833,0.0,-0.6833,P19,3,0.0,1,3,1,1
19485,encyclopaedia,ProStars,Q7246696,CBS,NBC,0.6222,0.0,-0.6222,P449,81,0.0,1,3,1,1
19523,encyclopaedia,Pechora River,Q8168,Antarctica,Europe,0.65,0.0,-0.65,P30,23,0.0,1,3,1,1
19597,encyclopaedia,Catalonia,Q5705,English,Spanish,0.2778,0.1667,-0.1111,P37,2103,0.006573,2,1,2,2
19805,encyclopaedia,Antoine Danchet,Q585987,Taiwan,France,0.6167,0.0,-0.6167,P27,1,0.0,1,3,1,1
19829,encyclopaedia,Ghazi of Iraq,Q314784,Christian,Islam,0.5778,0.1556,-0.4222,P140,237,0.000329,2,2,2,1
19898,encyclopaedia,Darren Daulton,Q3016497,goaltender,catcher,0.3867,0.1733,-0.2133,P413,1610,0.0,2,2,2,1
19941,encyclopaedia,DNB ASA,Q80788,Atlanta,Oslo,0.65,0.0,-0.65,P159,61,0.0,1,3,1,1
20051,encyclopaedia,London Book Fair,Q6669870,Normandy,London,0.1852,0.2667,0.0815,P276,12,0.0,2,1,3,1
20098,encyclopaedia,Larsmo,Q259863,Argentina,Finland,0.7067,0.1467,-0.56,P17,15,0.000717,2,3,1,1
20112,encyclopaedia,Roland Freisler,Q57601,Winnipeg,Berlin,0.4111,0.0111,-0.4,P20,526,0.0,1,2,2,1
20182,encyclopaedia,Irina Khakamada,Q541213,Dutch,Russian,0.3524,0.1238,-0.2286,P103,43,0.001037,1,2,2,1
20202,encyclopaedia,Nissan Sentra,Q1132451,Nokia,Nissan,0.1641,0.4462,0.2821,P176,629,0.000693,3,1,3,1
20311,encyclopaedia,Herald Sun Tour,Q1607801,Helsinki,Victoria,0.7778,0.0,-0.7778,P276,17,0.0,1,3,1,1
20324,encyclopaedia,Peter Howson,Q711799,Rome,London,0.5733,0.12,-0.4533,P19,32,0.0,1,2,2,1
20486,encyclopaedia,Sam Rayburn Reservoir,Q1475987,Vienna,Texas,0.5111,0.0,-0.5111,P131,50,0.000682,1,2,2,1
20647,encyclopaedia,Ambrose Akinmusire,Q34054,opera,jazz,0.5067,0.1467,-0.36,P136,38,0.0,2,2,2,1
20680,encyclopaedia,Lavoisier Island,Q3108669,Asia,Antarctica,0.5333,0.2296,-0.3037,P30,1,0.015022,2,2,2,2
20821,encyclopaedia,Hippos,Q604995,Winnipeg,horse,0.7667,0.0,-0.7667,P138,25,0.0,1,3,1,1
21013,encyclopaedia,Thomas Browne,Q313925,London,Norwich,0.5733,0.0,-0.5733,P937,171,0.0,1,2,1,1
21066,encyclopaedia,International Documentary Film Festival Amsterdam,Q1666506,Berlin,Amsterdam,0.8,0.0,-0.8,P276,23,0.0,1,3,1,1
21073,encyclopaedia,Honda VFR400,Q5892759,IBM,Honda,0.0485,0.5091,0.4606,P176,75,0.001189,3,1,3,1
21076,encyclopaedia,Illertissen,Q503295,India,Germany,0.76,0.0,-0.76,P17,16,0.000472,1,3,1,1
21157,encyclopaedia,Report Program Generator,Q840543,Microsoft,IBM,0.5429,0.1429,-0.4,P178,85,0.001329,2,2,2,1
21268,encyclopaedia,Central Black Forest,Q1940689,Iran,Germany,0.7,0.0667,-0.6333,P17,3,0.0,1,3,1,1
21279,encyclopaedia,Selbu,Q492209,Belgium,Norway,0.6,0.0267,-0.5733,P17,9,0.0,1,3,1,1
21432,encyclopaedia,Brazilian Football Confederation,Q244754,UFO,FIFA,0.0,0.5333,0.5333,P463,243,0.0,3,1,3,1
21468,encyclopaedia,Tony Benn,Q332412,Lisbon,London,0.8667,0.0,-0.8667,P20,878,0.0,1,3,1,1
21488,encyclopaedia,Aruna Irani,Q158225,journalist,actor,0.4267,0.0533,-0.3733,P106,889,0.000512,1,2,2,1
21537,encyclopaedia,Alexander VIII,Q101294,London,Rome,0.8889,0.0444,-0.8444,P20,40,0.014662,1,3,1,2
21638,encyclopaedia,Mike Shinoda,Q19201,violin,guitar,0.6333,0.0,-0.6333,P1303,1845,0.0,1,3,1,1
21791,encyclopaedia,Lydia Chukovskaya,Q433942,French,Russian,0.5067,0.0667,-0.44,P103,19,0.001291,1,2,2,1
21836,encyclopaedia,Gregory XV,Q132692,bishop,pope,0.2833,0.1833,-0.1,P39,56,0.0,2,1,2,1
21891,encyclopaedia,Saint Amandus,Q453698,mayor,bishop,0.6667,0.0,-0.6667,P39,33,0.0,1,3,1,1
108,information_not_credible_source_new,Bastille,Q689,Canada,France,0.3178,0.2622,-0.0556,P17,512,0.034881,2,2,2,2
165,information_not_credible_source_new,The Million Second Quiz,Q14898907,CBS,NBC,0.0,0.0,0.0,P449,19,,1,1,3,
187,information_not_credible_source_new,Hamburg International Film Festival,Q1414659,Rome,Hamburg,0.1704,0.2593,0.0889,P276,8,0.0,2,1,3,1
222,information_not_credible_source_new,Mount Markham,Q1412427,Europe,Antarctica,0.5429,0.2381,-0.3048,P30,4,0.007303,2,2,2,2
239,information_not_credible_source_new,Nizampatnam,Q988685,Ghana,India,0.0,0.0,0.0,P17,14,0.0,1,1,3,1
243,information_not_credible_source_new,Housos,Q17007227,Spain,Australia,0.7333,0.0,-0.7333,P495,69,0.0,1,3,1,1
307,information_not_credible_source_new,Chardonne,Q52698,English,French,0.44,0.2133,-0.2267,P37,2,0.000336,2,2,2,1
423,information_not_credible_source_new,Delchev Ridge,Q5253560,Europe,Antarctica,0.675,0.15,-0.525,P30,0,0.012949,2,3,1,2
439,information_not_credible_source_new,Irfan Habib,Q3154342,Singapore,India,0.8,0.0,-0.8,P27,136,0.0,1,3,1,1
493,information_not_credible_source_new,Vancouver Symphony Orchestra,Q602381,Pakistan,Canada,0.0294,0.5373,0.5078,P495,18,0.005309,3,1,3,1
503,information_not_credible_source_new,Mark Visentin,Q3048335,midfielder,goaltender,0.8667,0.0,-0.8667,P413,8,0.0,1,3,1,1
556,information_not_credible_source_new,Jennifer Hudson,Q192410,French,English,0.2667,0.2417,-0.025,P1412,2649,0.001579,2,1,3,1
641,information_not_credible_source_new,Ilta-Sanomat,Q1001384,Spanish,Finnish,0.525,0.15,-0.375,P407,19,0.0,2,2,2,1
679,information_not_credible_source_new,Isidor Philipp,Q105655076,Geneva,Paris,0.7067,0.0133,-0.6933,P20,0,0.001256,1,3,1,1
879,information_not_credible_source_new,Kim Myhr,Q11980653,Iraq,Norway,0.6222,0.0,-0.6222,P27,1,0.0,1,3,1,1
903,information_not_credible_source_new,Gregory of Nazianzus,Q44011,cardinal,bishop,0.4933,0.0133,-0.48,P39,214,0.0,1,2,2,1
941,information_not_credible_source_new,South Boston,Q1759693,Alaska,Boston,0.15,0.4889,0.3389,P131,201,0.000537,3,1,3,1
1174,information_not_credible_source_new,Alta Verapaz Department,Q504637,English,Spanish,0.1653,0.288,0.1227,P37,19,0.001469,2,1,3,1
1240,information_not_credible_source_new,Mount Rose (Nevada),Q8526141,Texas,Nevada,0.1444,0.7,0.5556,P131,23,0.001834,3,1,3,1
1326,information_not_credible_source_new,Johanne Luise Heiberg,Q272246,Tamil,Danish,0.7556,0.0,-0.7556,P1412,13,0.000969,1,3,1,1
1360,information_not_credible_source_new,Freddie Keppard,Q490080,funk,jazz,0.4333,0.0333,-0.4,P136,15,0.004533,1,2,2,1
1459,information_not_credible_source_new,Browning Nagle,Q4976571,midfielder,quarterback,0.7111,0.0,-0.7111,P413,35,0.0,1,3,1,1
1478,information_not_credible_source_new,Demonic Resurrection,Q5256257,Rome,Mumbai,1.0,0.0,-1.0,P740,15,0.0,1,3,1,1
1484,information_not_credible_source_new,Battle of the Menin Road Ridge,Q4872951,Atlanta,Belgium,0.1037,0.5037,0.4,P276,23,0.0,3,1,3,1
1495,information_not_credible_source_new,James Buchanan,Q12325,Toronto,Lancaster,0.159,0.2974,0.1385,P20,2883,0.0,2,1,3,1
1503,information_not_credible_source_new,Mike Liut,Q328821,midfielder,goaltender,0.7111,0.0,-0.7111,P413,46,0.0,1,3,1,1
1513,information_not_credible_source_new,Liverpool Range,Q1633267,Ireland,Australia,0.2308,0.441,0.2103,P17,7,0.00013,3,1,3,1
1601,information_not_credible_source_new,Suddenly Susan,Q643894,jazz,sitcom,0.65,0.0,-0.65,P136,266,0.000831,1,3,1,1
1734,information_not_credible_source_new,Luigi Snozzi,Q117448,Singapore,Switzerland,0.7467,0.0,-0.7467,P27,4,0.0,1,3,1,1
1780,information_not_credible_source_new,Cardiff City Ladies F.C.,Q372196,Hayward,Cardiff,0.3333,0.0,-0.3333,P159,35,0.0,1,2,2,1
1803,information_not_credible_source_new,TU Wien,Q689400,Birmingham,Vienna,0.18,0.5067,0.3267,P159,76,0.0,3,1,3,1
1815,information_not_credible_source_new,Honinbo Shuei,Q5896202,Syria,Japan,0.4095,0.0857,-0.3238,P27,0,0.000347,1,2,2,1
1819,information_not_credible_source_new,Mount Stephenson,Q6923858,Europe,Antarctica,0.5714,0.0571,-0.5143,P30,7,0.007926,1,2,1,2
1877,information_not_credible_source_new,"Kapuso Mo, Jessica Soho",Q12965797,Australia,Philippines,0.3333,0.1111,-0.2222,P495,53,5.1e-05,1,2,2,1
2210,information_not_credible_source_new,Pavol Demitra,Q363628,Belgium,Slovakia,0.6556,0.0,-0.6556,P27,105,0.0,1,3,1,1
2302,information_not_credible_source_new,Campania,Q1438,Brussels,Naples,0.2533,0.2667,0.0133,P36,1194,0.000866,2,1,3,1
2349,information_not_credible_source_new,Pablo Honey,Q221241,Hindi,English,0.1611,0.35,0.1889,P364,558,0.000136,2,1,3,1
2352,information_not_credible_source_new,Van der Valk,Q101439927,French,English,0.2667,0.1333,-0.1333,P364,0,0.002347,2,1,2,1
2481,information_not_credible_source_new,Mauro Zani,Q714290,French,Italian,0.48,0.1867,-0.2933,P1412,0,0.004029,2,2,2,1
2587,information_not_credible_source_new,Jeanne Lamon,Q539291,piano,violin,0.8667,0.0,-0.8667,P1303,7,0.001658,1,3,1,1
2674,information_not_credible_source_new,Seattle International Film Festival,Q2399132,Sheffield,Seattle,0.0,0.0,0.0,P276,48,0.0,1,1,3,1
2824,information_not_credible_source_new,"Braddock, Cornwall",Q4954451,Queensland,Cornwall,0.0467,0.5244,0.4778,P131,2,0.000739,3,1,3,1
2857,information_not_credible_source_new,Google Now,Q79564,Microsoft,Google,0.0286,0.5371,0.5086,P178,73,0.000309,3,1,3,1
2878,information_not_credible_source_new,Sony Alpha 99,Q402211,Triumph,Sony,0.1048,0.1905,0.0857,P176,21,0.0,2,1,3,1
2932,information_not_credible_source_new,Moi International Sports Centre,Q1385710,Israel,Kenya,0.5222,0.0333,-0.4889,P17,101,0.0,1,2,2,1
3102,information_not_credible_source_new,Dospat Municipality,Q2715784,Philippines,Bulgaria,0.3143,0.381,0.0667,P17,1,0.004089,3,2,3,1
3161,information_not_credible_source_new,Nintendo Software Planning & Development,Q2054310,London,Kyoto,0.237,0.3222,0.0852,P159,52,0.000698,2,1,3,1
3193,information_not_credible_source_new,Johnny Unitas,Q716029,midfielder,quarterback,0.25,0.2667,0.0167,P413,1047,0.0,2,1,3,1
3288,information_not_credible_source_new,RioCan Real Estate Investment Trust,Q13529475,London,Toronto,0.3917,0.3167,-0.075,P159,17,0.001203,2,2,2,1
3333,information_not_credible_source_new,Mario Monti,Q47904,Japan,Italy,0.0978,0.4622,0.3644,P27,186,0.000595,3,1,3,1
3451,information_not_credible_source_new,VASKhNIL,Q472795,Spanish,Russian,0.3444,0.0556,-0.2889,P37,7,1.9e-05,1,2,2,1
3485,information_not_credible_source_new,Heartbreak High,Q122314218,Norway,Australia,0.5,0.0667,-0.4333,P495,0,0.0,1,2,2,1
3522,information_not_credible_source_new,MacApp,Q6721707,Microsoft,Apple,0.3667,0.1167,-0.25,P178,12,0.004031,1,2,2,1
3544,information_not_credible_source_new,Wolfgang Sawallisch,Q61205,guitar,piano,0.75,0.1,-0.65,P1303,20,0.0,1,3,1,1
3559,information_not_credible_source_new,Peter Arnett,Q142025,actor,journalist,0.4952,0.0,-0.4952,P106,108,0.0,1,2,2,1
3641,information_not_credible_source_new,David Wagoner,Q5240765,actor,poet,0.6167,0.0,-0.6167,P106,13,0.0,1,3,1,1
3718,information_not_credible_source_new,Windows Vista,Q11230,Apple,Microsoft,0.1467,0.4,0.2533,P178,1281,0.000243,3,1,3,1
3764,information_not_credible_source_new,Arun Krushnaji Kamble,Q3630679,Islam,Buddhism,0.9556,0.0222,-0.9333,P140,5,0.000604,1,3,1,1
3841,information_not_credible_source_new,CPP Investment Board,Q5013693,Oslo,Toronto,0.3583,0.3417,-0.0167,P159,183,0.00094,2,2,3,1
3863,information_not_credible_source_new,The Exploited,Q117684,Olympia,Edinburgh,0.28,0.2267,-0.0533,P740,324,0.0,2,1,2,1
4004,information_not_credible_source_new,Max Jacob,Q156214,German,French,0.6133,0.0667,-0.5467,P103,65,0.000544,1,3,1,1
4056,information_not_credible_source_new,Shmuel Ashkenasi,Q321539,guitar,violin,0.75,0.0167,-0.7333,P1303,6,0.001151,1,3,1,1
4102,information_not_credible_source_new,Sacramento Convention Center Complex,Q574140,Queensland,California,0.0375,0.6542,0.6167,P131,11,0.0,3,1,3,1
4134,information_not_credible_source_new,Pesisir Selatan,Q6065,Hungary,Indonesia,0.0,0.5208,0.5208,P17,9,0.0,3,1,3,1
4229,information_not_credible_source_new,Ludovico Einaudi,Q83182,trumpet,piano,0.1429,0.2857,0.1429,P1303,1069,0.000175,2,1,3,1
4377,information_not_credible_source_new,Joanne Malar,Q3808571,Israel,Canada,0.2542,0.3375,0.0833,P27,9,0.023152,2,1,3,2
4385,information_not_credible_source_new,Afghan Transitional Administration,Q4689103,Honolulu,Kabul,0.7333,0.0,-0.7333,P36,241,0.0,1,3,1,1
4528,information_not_credible_source_new,Helsinki City Transport,Q1433158,WWE,Helsinki,0.0909,0.4909,0.4,P127,4,0.0,3,1,3,1
4649,information_not_credible_source_new,Spendrups,Q3335289,Dallas,Sweden,0.6333,0.05,-0.5833,P159,18,0.0,1,3,1,1
4727,information_not_credible_source_new,Balochistan,Q163239,Europe,Asia,0.3879,0.2848,-0.103,P30,1268,0.00329,2,2,2,1
4737,information_not_credible_source_new,Dakor,Q912576,Manitoba,Gujarat,0.6889,0.0,-0.6889,P131,0,0.0,1,3,1,1
4812,information_not_credible_source_new,Vantaa,Q127623,Antarctica,Europe,0.1754,0.5825,0.407,P30,164,0.003888,3,1,3,1
4949,information_not_credible_source_new,Piove di Sacco,Q34317,Mexico,Italy,0.0986,0.6377,0.5391,P17,5,0.001145,3,1,3,1
4972,information_not_credible_source_new,High Level Shader Language,Q559519,IBM,Microsoft,0.4,0.0,-0.4,P178,74,0.003642,1,2,2,1
5043,information_not_credible_source_new,Sonic Underground,Q1535979,Japan,France,0.5,0.0222,-0.4778,P495,288,0.000227,1,2,2,1
5184,information_not_credible_source_new,Ljig,Q1252490,Ukraine,Serbia,0.5083,0.0,-0.5083,P17,0,0.0,1,2,2,1
5210,information_not_credible_source_new,Rififi,Q1856418,India,France,0.44,0.1733,-0.2667,P495,279,0.0,2,2,2,1
5269,information_not_credible_source_new,Abraham Blooteling,Q329791,Paris,Amsterdam,0.8,0.0,-0.8,P937,2,0.0,1,3,1,1
5305,information_not_credible_source_new,TNK-BP,Q2298901,Montreal,Moscow,0.4095,0.5333,0.1238,P159,46,0.0,3,2,3,1
5331,information_not_credible_source_new,Andreas Embirikos,Q497035,lawyer,poet,0.9333,0.0,-0.9333,P106,11,0.0,1,3,1,1
5359,information_not_credible_source_new,"Hope and Anchor, Islington",Q15225054,Moscow,London,0.1451,0.3647,0.2196,P276,26,0.00483,3,1,3,1
5440,information_not_credible_source_new,Southampton Castle,Q7569104,Alberta,Southampton,0.1259,0.3037,0.1778,P131,13,0.0,2,1,3,1
5528,information_not_credible_source_new,Mahmud al-Hasan,Q6734522,Buddhism,Islam,0.8667,0.2,-0.6667,P140,1,0.010227,2,3,1,2
5596,information_not_credible_source_new,Sesamstraat,Q2410485,Swedish,Dutch,0.0,0.6944,0.6944,P407,24,0.000465,3,1,3,1
5914,information_not_credible_source_new,Schytt Glacier,Q3372454,Europe,Antarctica,0.6933,0.2,-0.4933,P30,0,0.008119,2,3,2,2
5973,information_not_credible_source_new,Contell Glacier,Q5164934,Africa,Antarctica,0.68,0.2,-0.48,P30,0,0.012847,2,3,2,2
6050,information_not_credible_source_new,Bernardo Reyes,Q2159676,Denmark,Mexico,0.6095,0.1619,-0.4476,P27,36,0.0,2,3,2,1
6052,information_not_credible_source_new,Alfred L. Kroeber,Q311538,philosophy,anthropology,0.475,0.2083,-0.2667,P101,121,0.0,2,2,2,1
6058,information_not_credible_source_new,Far East Organization,Q4676212,Chicago,Singapore,0.275,0.425,0.15,P159,52,6.9e-05,3,1,3,1
6142,information_not_credible_source_new,Nelida Lobato,Q6989976,England,Argentina,0.64,0.0,-0.64,P27,5,0.0,1,3,1,1
6144,information_not_credible_source_new,Cunter,Q22549332,Guatemala,Switzerland,0.5778,0.0111,-0.5667,P17,5,0.0,1,2,1,1
6212,information_not_credible_source_new,Christiane Taubira,Q268675,Spanish,French,0.6333,0.0667,-0.5667,P103,48,0.0,1,3,1,1
6226,information_not_credible_source_new,Outlook.com,Q219136,Mobile,Microsoft,0.0854,0.4604,0.375,P127,1989,0.000543,3,1,3,1
6268,information_not_credible_source_new,Cadillac V-16,Q1025261,Nintendo,Cadillac,0.1933,0.3433,0.15,P176,153,0.000265,2,1,3,1
6299,information_not_credible_source_new,2020 Summer Olympics,Q181278,England,Tokyo,0.0745,0.3647,0.2902,P276,1318,0.0,3,1,3,1
6387,information_not_credible_source_new,Brut y Tywysogion,Q2357256,Thai,Welsh,0.0,0.0,0.0,P407,11,0.000107,1,1,3,1
6486,information_not_credible_source_new,Charles Louis Alphonse Laveran,Q189006,Hamburg,Paris,0.4833,0.0,-0.4833,P20,24,0.0,1,2,2,1
6504,information_not_credible_source_new,Cold Case,Q733960,MTV,CBS,0.7,0.0,-0.7,P449,1073,0.0,1,3,1,1
6555,information_not_credible_source_new,Apple Bandai Pippin,Q621312,Yahoo,Apple,0.0696,0.4551,0.3855,P178,37,0.00187,3,1,3,1
6652,information_not_credible_source_new,Jake Rudock,Q19665946,midfielder,quarterback,0.8667,0.0,-0.8667,P413,48,0.0,1,3,1,1
6656,information_not_credible_source_new,Road Rules,Q3074,NBC,MTV,0.4933,0.24,-0.2533,P449,17,0.000557,2,2,2,1
6657,information_not_credible_source_new,Napoleon III,Q7721,Hamburg,Paris,0.5,0.0,-0.5,P937,11731,0.0,1,2,2,1
6683,information_not_credible_source_new,The New Normal,Q498265,MTV,NBC,0.3556,0.0889,-0.2667,P449,200,0.0,1,2,2,1
6940,information_not_credible_source_new,Ahmad Zahir,Q195522,Wellington,Kabul,0.7167,0.1667,-0.55,P19,110,0.0,2,3,1,1
6961,information_not_credible_source_new,rutile,Q193521,Cuba,red,0.0714,0.3667,0.2952,P138,465,0.0,3,1,3,1
7008,information_not_credible_source_new,TorqueFlite,Q7826788,Nintendo,Chrysler,0.1158,0.3123,0.1965,P176,176,0.000651,2,1,3,1
7095,information_not_credible_source_new,Porsche 911 GT3,Q219357,Apple,Porsche,0.075,0.225,0.15,P176,2113,0.001383,2,1,3,1
7242,information_not_credible_source_new,Nikolai Myaskovsky,Q312778,English,Russian,0.9556,0.0,-0.9556,P1412,51,0.000616,1,3,1,1
